Azospirillum oryzae
Citrobacter werkmanii
Acetobacter pomorum
Uncultured Bacteroides
Paenibacillus elgii
Brucella canis
Enterococcus cecorum
Raoultella planticola
Phocaeicola plebeius
Mycobacteroides immunogenum
Aquimarina sp.
Bordetella pseudohinzii
Enterococcus sp.
Streptococcus parasanguinis
Alteromonas mediterranea
Mycoplasmopsis anatis
Muribaculum intestinale
Pantoea agglomerans
MAG: Bilophila
Streptosporangium album
Streptomyces anthocyanicus
Flavobacterium urocaniciphilum
Actinomadura madurae
MAG: Alteromonas
Sphingomonas sp.
Fischerella thermalis
Blattabacterium cuenoti
Parabacteroides merdae
Pseudomonas lundensis
Hyphomicrobium sp.
Methylorubrum populi
Chryseobacterium sp.
Ureaplasma sp.
Parapedobacter luteus
Rickettsia conorii
Mycobacterium genavense
Burkholderia cepacia
Bacillus coahuilensis
Streptococcus infantarius
Metasolibacillus meyeri
Lactobacillus paragasseri
Pseudarthrobacter psychrotolerans
Empedobacter falsenii
Liquorilactobacillus vini
Pseudoxanthomonas indica
Fusobacterium nucleatum
Lactococcus raffinolactis
MAG: Kyrpidia
Prevotella melaninogenica
Acetobacter malorum
Acinetobacter indicus
Robbsia andropogonis
Mongoliitalea daihaiensis
Flavobacterium psychrolimnae
Altericroceibacterium xinjiangense
Burkholderia seminalis
Coprococcus sp.
Nocardia alba
Brevundimonas diminuta
Lactobacillus kimbladii
Francisella salina
Bacteroides faecis
Anaerococcus murdochii
Pediococcus ethanolidurans
Mycolicibacterium neoaurum
Longicatena sp.
Nocardia abscessus
Streptomyces spororaveus
Campylobacter ureolyticus
Mycolicibacter sp.
Fusobacterium animalis
Rhodobacter sp.
Streptomyces virginiae
Dolichospermum circinale
Saprospira grandis
Candidatus Nitrosoglobus
Agrobacterium salinitolerans
Cyanobacterium sp.
Shewanella glacialipiscicola
Deferrivibrio essentukiensis
Actinomyces sp.
Prochlorococcus sp.
Ensifer sp.
Exiguobacterium sp.
Roseomonas arctica
Lacticaseibacillus mingshuiensis
Apilactobacillus micheneri
Pseudochelatococcus lubricantis
Morganella morganii
Acetobacter papayae
Aliihoeflea sp.
Phocaeicola massiliensis
Methylobacterium radiotolerans
Marinomonas sp.
Ferribacterium limneticum
Jannaschia seohaensis
Actinoplanes sp.
Leifsonia sp.
Yersinia bercovieri
Acinetobacter colistiniresistens
Sporosarcina koreensis
Lysobacter enzymogenes
Aliarcobacter skirrowii
Streptomyces griseolus
UNVERIFIED_ORG: Clostridium
Planktothrix serta
Francisella noatunensis
Companilactobacillus kimchii
MAG: Mesorhizobium
Micromonospora saelicesensis
Chlamydia psittaci
Salinivibrio sp.
Photobacterium kishitanii
Sulfobacillus sp.
Paraprevotella clara
Granulibacter bethesdensis
Corynebacterium sanguinis
Prauserella marina
Flavonifractor plautii
Glaciimonas immobilis
Alteromonas halophila
MAG: Treponema
Halomonas elongata
Asaccharospora irregularis
Shewanella amazonensis
Haliea salexigens
MAG: Spongiibacter
Delftia acidovorans
Clavibacter michiganensis
MAG: Ileibacterium
Snodgrassella alvi
Petrotoga sp.
Enterobacter cancerogenus
Gordonia polyisoprenivorans
MAG: Parabacteroides
Xanthomonas euvesicatoria
Mangrovivirga sp.
Alistipes sp.
Pseudoxanthomonas daejeonensis
Bartonella callosciuri
Thermus antranikianii
Streptomyces vinaceusdrappus
Rhizobium dioscoreae
Gordonia hirsuta
Marinobacter salinexigens
Sulfurospirillum diekertiae
Streptococcus sanguinis
Flexivirga endophytica
Neolewinella persica
Furfurilactobacillus rossiae
Janthinobacterium lividum
Actinopolymorpha alba
Caulobacter sp.
Chelatococcus asaccharovorans
Faecalibaculum rodentium
Prescottella agglutinans
Corynebacterium accolens
Elizabethkingia meningoseptica
Silvania hatchlandensis
Enterobacter kobei
Piscirickettsia salmonis
Bacillus paranthracis
Asticcacaulis sp.
MAG: Bifidobacterium
Weissella paramesenteroides
Pseudomonas caspiana
Prevotella disiens
Wolbachia endosymbiont
Bifidobacterium tsurumiense
Campylobacter lari
Tardibacter chloracetimidivorans
Knoellia flava
Erwinia sp.
Mucilaginibacter gossypii
MAG: Actibacterium
Companilactobacillus paralimentarius
Enterococcus raffinosus
Neglectibacter sp.
Taylorella equigenitalis
Schwartzia succinivorans
Fructobacillus parabroussonetiae
Listeria cossartiae
Winogradskyella flava
Xanthomonas phaseoli
Mycoplasmopsis bovis
MAG: Methylophaga
Pseudidiomarina tainanensis
Pseudomonas orientalis
Burkholderia contaminans
Planktothrix agardhii
Clostridium tyrobutyricum
Vibrio metoecus
Bacillus toyonensis
Aliivibrio sp.
[Zimmermannella] bifida
Levilactobacillus brevis
Haemophilus haemolyticus
Burkholderia mallei
Clostridium saccharobutylicum
Parasulfuritortus cantonensis
Bordetella petrii
